Имя,Дата,Ссылка на статью,Краткое описание
валерій п'ятницький,2 червня 2011,https://www.epravda.com.ua/news/2011/06/2/287809/,No description
володимир остапюк.реклама,29 червня 2016,https://www.epravda.com.ua/news/2016/06/29/597331/,No description
остапюк,29 червня 2016,https://www.epravda.com.ua/news/2016/06/29/597331/,No description
оленка братушек.нагадаємо,30 березня 2013,https://www.epravda.com.ua/news/2013/03/30/368574/,No description
епохи офшорівревізори,15 лютого 2014,https://www.epravda.com.ua/news/2014/02/15/420186/,No description
тимошенко,26 червня 2006,https://www.epravda.com.ua/news/2006/06/26/156248/,No description
юлії тимошенко,26 червня 2006,https://www.epravda.com.ua/news/2006/06/26/156248/,No description
джефрі вудраф,26 червня 2006,https://www.epravda.com.ua/news/2006/06/26/156248/,No description
оллі рен,22 травня 2020,https://www.epravda.com.ua/news/2011/04/8/281906/,No description
жан-клод,22 травня 2020,https://www.epravda.com.ua/news/2011/04/8/281906/,No description
епохи офшорівахметову,6 липня 2018,https://www.epravda.com.ua/news/2018/07/6/638457/,No description
пінчуку,6 липня 2018,https://www.epravda.com.ua/news/2018/07/6/638457/,No description
віктора пінчука.президент,6 липня 2018,https://www.epravda.com.ua/news/2018/07/6/638457/,No description
віктор ющенко,6 липня 2018,https://www.epravda.com.ua/news/2018/07/6/638457/,No description
юлія тимошенко,6 липня 2018,https://www.epravda.com.ua/news/2018/07/6/638457/,No description
андрій коболєв,16 лютого 2022,https://www.epravda.com.ua/news/2014/04/12/439751/,No description
він.при,16 лютого 2022,https://www.epravda.com.ua/news/2014/04/12/439751/,No description
коболєв,16 лютого 2022,https://www.epravda.com.ua/news/2014/04/12/439751/,No description
тимошенко,26 липня 2011,https://www.epravda.com.ua/news/2011/07/26/292862/,No description
тимошенко,26 березня 2009,https://www.epravda.com.ua/news/2009/03/26/187270/,No description
юлія тимошенко,26 липня 2011,https://www.epravda.com.ua/news/2011/07/26/292999/,No description
януковича,26 липня 2011,https://www.epravda.com.ua/news/2011/07/26/292999/,No description
янукович,26 липня 2011,https://www.epravda.com.ua/news/2011/07/26/292999/,No description
льовочкін,26 липня 2011,https://www.epravda.com.ua/news/2011/07/26/292999/,No description
фірташ,26 липня 2011,https://www.epravda.com.ua/news/2011/07/26/292999/,No description
бойко,26 липня 2011,https://www.epravda.com.ua/news/2011/07/26/292999/,No description
андрій клюєв,2 березня 2011,https://www.epravda.com.ua/news/2011/03/2/274920/,No description
володимира путіна,8 вересня 2023,https://www.epravda.com.ua/news/2023/09/8/704112/,No description
абрамовича,8 вересня 2023,https://www.epravda.com.ua/news/2023/09/8/704112/,No description
латвіїlatvijas,4 серпня 2022,https://www.epravda.com.ua/news/2022/08/4/690038/,No description
"радикал"".про",31 травня 2021,https://www.epravda.com.ua/news/2014/01/18/415548/,No description
могильова,11 липня 2011,https://www.epravda.com.ua/news/2011/07/11/291432/,No description
ексімбанком китаючетвер,25 серпня 2011,https://www.epravda.com.ua/news/2011/08/25/296015/,No description
світланою скосирською,25 серпня 2011,https://www.epravda.com.ua/news/2011/08/25/296015/,No description
мацей возняк,30 жовтня 2017,https://www.epravda.com.ua/news/2017/10/30/630625/,No description
возняк.це,30 жовтня 2017,https://www.epravda.com.ua/news/2017/10/30/630625/,No description
росії.за,2 червня 2017,https://www.epravda.com.ua/news/2017/06/2/625650/,No description
тома малиновські,2 червня 2017,https://www.epravda.com.ua/news/2017/06/2/625650/,No description
трампа,2 червня 2017,https://www.epravda.com.ua/news/2017/06/2/625650/,No description
володимира путіна,2 червня 2017,https://www.epravda.com.ua/news/2017/06/2/625650/,No description
малиновські,2 червня 2017,https://www.epravda.com.ua/news/2017/06/2/625650/,No description
майклом флінном,2 червня 2017,https://www.epravda.com.ua/news/2017/06/2/625650/,No description
борис ложкін.глава ап,17 лютого 2022,https://www.epravda.com.ua/news/2015/04/14/538531/,No description
дмитра шимківа.як,7 листопада 2024,https://www.epravda.com.ua/news/2017/04/18/623988/,No description
дмитра шимківа,7 листопада 2024,https://www.epravda.com.ua/news/2017/04/18/623988/,No description
микитася,29 листопада 2017,https://www.epravda.com.ua/news/2017/11/29/631664/,No description
гройсмана,29 листопада 2017,https://www.epravda.com.ua/news/2017/11/29/631664/,No description
юлія тимошенко,30 серпня 2009,https://www.epravda.com.ua/news/2009/08/30/205422/,No description
ахметова,3 червня 2014,https://www.epravda.com.ua/news/2014/06/3/461605/,No description
владислав томашевський,3 червня 2014,https://www.epravda.com.ua/news/2014/06/3/461605/,No description
ігор кошелєв,3 червня 2014,https://www.epravda.com.ua/news/2014/06/3/461605/,No description
адамовича,8 лютого 2011,https://www.epravda.com.ua/news/2011/02/8/270107/,No description
волги,8 лютого 2011,https://www.epravda.com.ua/news/2011/02/8/270107/,No description
адамович,8 лютого 2011,https://www.epravda.com.ua/news/2011/02/8/270107/,No description
волги,8 лютого 2011,https://www.epravda.com.ua/news/2011/02/8/270107/,No description
адамович,8 лютого 2011,https://www.epravda.com.ua/news/2011/02/8/270107/,No description
адамовича,8 лютого 2011,https://www.epravda.com.ua/news/2011/02/8/270107/,No description
tesla,17 лютого 2022,https://www.epravda.com.ua/news/2019/04/5/646738/,No description
владиславу кудрявцеву,31 травня 2021,https://www.epravda.com.ua/news/2014/04/5/435814/,No description
айварас абромавичус,10 березня 2016,https://www.epravda.com.ua/news/2016/03/10/584662/,No description
він.як,10 березня 2016,https://www.epravda.com.ua/news/2016/03/10/584662/,No description
ігорю коломойському.обидва гзк,31 серпня 2010,https://www.epravda.com.ua/news/2010/08/31/246436/,No description
юрій,29 серпня 2023,https://www.epravda.com.ua/publications/2023/08/29/703694/,No description
софії київської,29 серпня 2023,https://www.epravda.com.ua/publications/2023/08/29/703694/,No description
бізнес?олександр кірпічовгенеральний,29 серпня 2023,https://www.epravda.com.ua/publications/2023/08/29/703694/,No description
-ілона білан,21 лютого 2008,https://www.epravda.com.ua/publications/2008/02/21/158220/,No description
сот.про,21 лютого 2008,https://www.epravda.com.ua/publications/2008/02/21/158220/,No description
арсеній яценюк,21 лютого 2008,https://www.epravda.com.ua/publications/2008/02/21/158220/,No description
єльциним,21 лютого 2008,https://www.epravda.com.ua/publications/2008/02/21/158220/,No description
кравчуком,21 лютого 2008,https://www.epravda.com.ua/publications/2008/02/21/158220/,No description
бізнес?олександр кірпічовгенеральний,21 лютого 2008,https://www.epravda.com.ua/publications/2008/02/21/158220/,No description
юнісеф,4 листопада 2015,https://www.epravda.com.ua/news/2016/01/12/576061/,No description
наталія яресько,1 березня 2020,https://www.epravda.com.ua/news/2020/03/1/657612/,No description
сергію шацькому.про,6 червня 2017,https://www.epravda.com.ua/news/2017/06/6/625704/,No description
учайкіна,23 лютого 2022,https://www.epravda.com.ua/publications/2024/01/17/708824/,No description
ризикиучайкін,23 лютого 2022,https://www.epravda.com.ua/publications/2024/01/17/708824/,No description
бізнес?олександр кірпічовгенеральний,23 лютого 2022,https://www.epravda.com.ua/publications/2024/01/17/708824/,No description
коломойський,6 серпня 2019,https://www.epravda.com.ua/news/2019/08/6/650328/,No description
василевська,14 та 2012,https://www.epravda.com.ua/news/2020/04/7/659065/,No description
дубинського,14 та 2012,https://www.epravda.com.ua/news/2020/04/7/659065/,No description
дубінський,14 та 2012,https://www.epravda.com.ua/news/2020/04/7/659065/,No description
демченко,14 та 2012,https://www.epravda.com.ua/news/2020/04/7/659065/,No description
дунда,14 та 2012,https://www.epravda.com.ua/news/2020/04/7/659065/,No description
василевська,14 та 2012,https://www.epravda.com.ua/news/2020/04/7/659065/,No description
смаглюк,14 та 2012,https://www.epravda.com.ua/news/2020/04/7/659065/,No description
ярослава дубневича,14 та 2012,https://www.epravda.com.ua/news/2020/04/7/659065/,No description
юрія бондаря.про,7 грудня 2016,https://www.epravda.com.ua/news/2016/12/7/613634/,No description
юрій луценко.за,7 грудня 2016,https://www.epravda.com.ua/news/2016/12/7/613634/,No description
луценка,7 грудня 2016,https://www.epravda.com.ua/news/2016/12/7/613634/,No description
бондар,7 грудня 2016,https://www.epravda.com.ua/news/2016/12/7/613634/,No description
бровді.реклама,28 лютого 2014,https://www.epravda.com.ua/news/2014/02/28/423444/,No description
олександра довженка,26 травня 2021,https://www.epravda.com.ua/news/2015/04/30/540754/,No description
андрій єрмак,7 листопада 2024,https://www.epravda.com.ua/news/2023/01/19/696137/,No description
сенниченко.реклама,16 жовтня 2019,https://www.epravda.com.ua/news/2019/10/16/652624/,No description
дмитром крючковим.роман скляров,16 жовтня 2019,https://www.epravda.com.ua/news/2019/10/16/652624/,No description
петро порошенко,24 грудня 2014,https://www.epravda.com.ua/news/2014/12/24/517967/,No description
лавриновича,12 серпня 2013,https://www.epravda.com.ua/news/2013/01/9/354968/,No description
володимиром путіним,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
михайло фрідман,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
герман хан,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
олексій кузьмічов,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
петро авен,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
михайло фрідман,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
путіна,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
петро авен,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
михайла фрідмана,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
путіна,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
тінькова,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
волков,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
"безкарними"".волков",9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
михайла фрідмана,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
петра авена,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
германа хана,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
олексія кузьмічова,9 березня 2023,https://www.epravda.com.ua/news/2023/03/9/697850/,No description
бізнес?олександр кірпічовгенеральний,6 вересня 2022,https://www.epravda.com.ua/publications/2022/09/6/691144/,No description
зеленського,30 березня 2021,https://www.epravda.com.ua/news/2021/03/30/672454/,No description
ахметова,30 березня 2021,https://www.epravda.com.ua/news/2021/03/30/672454/,No description
коломойського,30 березня 2021,https://www.epravda.com.ua/news/2021/03/30/672454/,No description
олексій міллер,14 грудня 2011,https://www.epravda.com.ua/news/2011/12/14/309694/,No description
микола азаров,14 грудня 2011,https://www.epravda.com.ua/news/2011/12/14/309694/,No description
расследовать сбу.может,10 вересня 2020,https://www.epravda.com.ua/columns/2020/09/10/664943/,No description
бізнес?олександр кірпічовгенеральний,28 липня 2021,https://www.epravda.com.ua/publications/2021/07/28/676325/,No description
зеленського,30 березня 2021,https://www.epravda.com.ua/news/2021/03/30/672443/,No description
ахметова,30 березня 2021,https://www.epravda.com.ua/news/2021/03/30/672443/,No description
коломойського,30 березня 2021,https://www.epravda.com.ua/news/2021/03/30/672443/,No description
войцехівський,9 грудня 2016,https://www.epravda.com.ua/news/2016/12/9/613974/,No description
дмитро сторожук.їхні,9 грудня 2016,https://www.epravda.com.ua/news/2016/12/9/613974/,No description
сайобан морден,4 лютого 2016,https://www.epravda.com.ua/news/2016/02/4/579847/,No description
артуро порцеканскі,4 лютого 2016,https://www.epravda.com.ua/news/2016/02/4/579847/,No description
chartsсталева мріягазова,1 вересня 2023,https://www.epravda.com.ua/news/2023/09/1/703814/,No description
ільченко2775,1 вересня 2023,https://www.epravda.com.ua/news/2023/09/1/703814/,No description
"п.в.дурова"".реклама",25 серпня 2024,https://www.epravda.com.ua/news/2024/08/25/718445/,No description
дуров,25 серпня 2024,https://www.epravda.com.ua/news/2024/08/25/718445/,No description
telegram павладурова,25 серпня 2024,https://www.epravda.com.ua/news/2024/08/25/718445/,No description
дурова,25 серпня 2024,https://www.epravda.com.ua/news/2024/08/25/718445/,No description
дурова,25 серпня 2024,https://www.epravda.com.ua/news/2024/08/25/718445/,No description
telegram дурова,25 серпня 2024,https://www.epravda.com.ua/news/2024/08/25/718445/,No description
геннадій корбан,29 жовтня 2007,https://www.epravda.com.ua/news/2007/10/29/144454/,No description
віктора балоги,17 липня 2008,https://www.epravda.com.ua/news/2008/07/17/163217/,No description
тимошенко,17 липня 2008,https://www.epravda.com.ua/news/2008/07/17/163217/,No description
тимошенко,17 липня 2008,https://www.epravda.com.ua/news/2008/07/17/163217/,No description
барак обама,7 листопада 2024,https://www.epravda.com.ua/news/2016/04/24/590565/,No description
він.сша,7 листопада 2024,https://www.epravda.com.ua/news/2016/04/24/590565/,No description
дональда трампа,18 лютого 2022,https://www.epravda.com.ua/news/2018/04/4/635700/,No description
терези мей.тоді,1 листопада 2019,https://www.epravda.com.ua/news/2019/11/1/653214/,No description
якудомовивсяборис джонсон.реклама,1 листопада 2019,https://www.epravda.com.ua/news/2019/11/1/653214/,No description
джонсон,1 листопада 2019,https://www.epravda.com.ua/news/2019/11/1/653214/,No description
сhevron,1 червня 2013,https://www.epravda.com.ua/news/2013/04/26/373103/,
голубов,4 листопада 2016,https://www.epravda.com.ua/news/2016/11/4/610099/,
троост,23 березня 2023,https://www.epravda.com.ua/columns/2023/03/23/698316/,
влада?як,23 березня 2023,https://www.epravda.com.ua/columns/2023/03/23/698316/,
катерини рожкової.про,4 вересня 2017,https://www.epravda.com.ua/news/2017/09/4/628634/,
рожкової,4 вересня 2017,https://www.epravda.com.ua/news/2017/09/4/628634/,
венедіктову,4 вересня 2017,https://www.epravda.com.ua/news/2017/09/4/628634/,
джордж буш,30 грудня 2013,https://www.epravda.com.ua/news/2013/12/30/412801/,
барак обама,30 грудня 2013,https://www.epravda.com.ua/news/2013/12/30/412801/,
олега дубини,25 червня 2021,https://www.epravda.com.ua/news/2011/04/29/284455/,
тимошенко,25 червня 2021,https://www.epravda.com.ua/news/2011/04/29/284455/,
тимошенко,25 червня 2021,https://www.epravda.com.ua/news/2011/04/29/284455/,
януковича,23 липня 2015,https://www.epravda.com.ua/news/2015/07/23/552114/,
миколи азарова,6 серпня 2015,https://www.epravda.com.ua/news/2015/08/6/554099/,
мохаммада багера нобахта,1 лютого 2016,https://www.epravda.com.ua/news/2016/02/1/579100/,
щоіран,1 лютого 2016,https://www.epravda.com.ua/news/2016/02/1/579100/,
тегераном,1 лютого 2016,https://www.epravda.com.ua/news/2016/02/1/579100/,
chartsсталева мріягазова,14 вересня 2023,https://www.epravda.com.ua/news/2023/09/14/704334/,
сигарет dunhill,14 вересня 2023,https://www.epravda.com.ua/news/2023/09/14/704334/,
vogue,14 вересня 2023,https://www.epravda.com.ua/news/2023/09/14/704334/,
вячеслава демченка.таким,24 березня 2023,https://www.epravda.com.ua/news/2023/03/24/698422/,
демченко,24 березня 2023,https://www.epravda.com.ua/news/2023/03/24/698422/,
олександром онищенком,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
пасенюк.за,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
онищенко,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
андрієм подщипковим,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
подщипков,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
пасенюк,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
о.онищенко,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
пасенюк.як,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
сергієм березенком,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
макаром пасенюком,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
онищенко.пасенюк,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
порошенка,26 вересня 2016,https://www.epravda.com.ua/news/2016/09/26/606730/,
денис кірєєв,30 грудня 2008,https://www.epravda.com.ua/news/2008/12/30/176187/,
андрій,30 грудня 2008,https://www.epravda.com.ua/news/2008/12/30/176187/,
сергій клюєви.він,30 грудня 2008,https://www.epravda.com.ua/news/2008/12/30/176187/,
клюєвих,30 грудня 2008,https://www.epravda.com.ua/news/2008/12/30/176187/,
бізнес?олександр кірпічовгенеральний,19 лютого 2020,https://www.epravda.com.ua/publications/2020/02/19/657188/,
віктора януковича,3 лютого 2012,https://www.epravda.com.ua/news/2012/02/3/314935/,
учайкіна,17 января 2024,https://www.epravda.com.ua/rus/publications/2024/01/17/708824/,
ризикиучайкін,17 января 2024,https://www.epravda.com.ua/rus/publications/2024/01/17/708824/,
пфтс,22 вересня 2009,https://www.epravda.com.ua/news/2009/09/22/208573/,
токіо,19 листопада 2013,https://www.epravda.com.ua/news/2013/11/19/404327/,
тимошенко,2 березня 2009,https://www.epravda.com.ua/news/2009/03/2/183644/,
богдан якимюк.за,31 травня 2010,https://www.epravda.com.ua/news/2010/05/31/236889/,
віктор янукович,27 березня 2007,https://www.epravda.com.ua/news/2007/03/27/150850/,
хансом,27 березня 2007,https://www.epravda.com.ua/news/2007/03/27/150850/,
гертом поттерінгом,27 березня 2007,https://www.epravda.com.ua/news/2007/03/27/150850/,
повідомляєуніан.янукович,27 березня 2007,https://www.epravda.com.ua/news/2007/03/27/150850/,
януковича,27 березня 2007,https://www.epravda.com.ua/news/2007/03/27/150850/,
